,MG1655_NAND_Circuit,MG1655_empty_landing_pads
yoeI,0.7562895073111325,4.708783455606386
wcaM,3.1877003589061,0.6106190686109201
cpsG,3.307129377123133,1.7571864140140927
gmd,0.45198190935108923,3.930946056899068
wcaD,0.9248791869589752,2.5550611972036057
wza,0.5458835576687743,7.5838269162910645
yegI,2.188730228330386,0.3608010144703999
yegT,3.681256142791272,0.47744812824471683
yehP,3.263980093853625,0.8622679139342153
preT,2.513037478430661,4.005964507707463
mglC,0.6342137178578234,2.110435960905599
mglA,1.8335715677975706,3.340122831215212
rihB,0.5143907585526438,9.210143519265028
lpxT,0.7870395391061477,2.0866947459513363
narP,0.26506099472825123,2.098043992203666
ccmH,1.7116347057213663,3.0222733251730136
ccmC,7.32750494577901,0.2750860153657245
napB,3.3187567525515744,4.644363124770765
apbE,0.3702333040081458,6.253446086809789
atoA,1.700249335906029,2.4605956276916414
yfaT,0.4739004387857012,2.9366277819803943
glpT,2.899086599562383,1.6365768035118988
glpA,4.261740883161147,3.815580794190584
glpB,3.272176968866759,3.081633945525791
rhmD,1.3004106443364898,3.348945912132723
menH,0.34990362346080955,3.4896397937922474
elaD,9.534959843948219,0.7315406564115599
yfbN,1.0884018539570786,3.5971752736603264
nuoG,4.139814935249115,0.2575043925447717
yfcI,2.9282465912084517,0.9209147276991595
hisP,6.770397514932888,0.4257299021133223
ubiX,0.40225176904894183,2.6853333782197764
yfcV,0.9662986354023579,3.4936358118580824
gtrS,8.391960680580247,1.366433983525463
yfdT,0.7102015613074634,4.188201003007284
yfdV,10.161861268514,1.6342743961101005
ypdK,2.2139940826500246,1.6932606471706881
yfeD,2.0306686675533134,1.3180405544304288
xapR,2.096167604444687,0.2596251680022346
yfeK,0.5283703352578261,5.9823314387161926
yfeS,1.0019063224591223,3.0412818448052525
murR,2.4908136315017106,5.423503254502208
yfeW,0.1910897846091339,3.8936725539053874
eutQ,0.6161029775065051,2.4065585986233287
hyfC,0.5866375198248237,2.4915200707486806
yphC,4.001689632848538,1.0448249492220931
yphE,0.36179623499237545,7.13591801440788
yfjQ,2.8010290934515902,0.8431345633981931
proX,3.1578661347858,0.6960188579458819
srlB,1.3666181816227485,6.712266859842622
ygbA,2.2152569519857863,0.991315337876262
mutS,2.329190841001319,0.3464446002860445
ygcN,0.3984741758823699,2.234893932557077
ygcO,5.129341292452609,0.5951796741690307
ygcS,3.806105895672201,3.736526001098135
ygcU,3.8292467316826624,0.4993683047162063
yqcG,5.873026377476749,0.8426989495833771
ygcG,0.7331779533275322,4.433054573352819
kduI,2.9668829718155383,0.44030527231572764
yqeF,1.376944860274519,2.550958878489932
yqeL,2.6358930191704415,1.5343160821818647
yqeK,10.476628271376223,2.6043209396698037
ygeH,7.928178057121572,0.8277102144966214
xdhC,4.3651452655464675,0.44139376164098104
ygeW,5.022411023345577,0.45734081527076165
yqeA,2.597082320987262,0.5139634885422595
xanQ,3.668747031736175,1.5395285609701312
ygfT,0.37858415338469387,5.966931876888809
uacT,0.8336892968821923,3.5582197466086454
scpB,0.32351636394470473,2.3390157346291813
yggP,5.301888015260537,0.2886942520376351
yggW,0.3201238498645737,2.0262991628516316
yggM,0.3068956273110368,7.216045677522282
glcA,0.4789718329189388,2.630707381656743
yghR,1.1822740819200537,3.562470967885915
hybD,2.4241562489530284,2.009881871009988
hybA,1.2840424692270527,3.986660726706939
plsC,9.108698286096132,0.1802826608281469
ygiZ,2.9769324057303885,1.3852681664277176
yqiI,7.707270706557165,0.9398149131706894
ttdA,0.48386116420750225,3.1546447397274404
ttdB,0.3957331672729934,4.211290698555124
ygjH,2.8356605350246866,0.704481168564895
ebgA,1.0370363088139818,5.143338643482716
ygjI,0.44248559250389674,3.222004515964139
yhaM,0.2314463279395544,2.394441479415605
tdcE,2.0215078726038502,0.3459411314625047
tdcD,0.5526654190172937,2.165651726824063
tdcR,2.2717095898315325,10.830586233854072
yhaC,8.551071196212101,10.545488513096302
yhaV,2.7823660318099686,0.9344674767973701
agaC,1.6051990294544052,3.8390005217616032
agaD,1.0490415015788614,2.7713418558816434
yraK,0.24808030326277533,3.031944456337548
yhbS,2.0679037535687583,0.24709782722214146
yhbX,0.3548009456944785,4.465071024548605
dcuD,8.443602880587429,0.8808017545051303
yhdX,0.26614303861668115,2.0301769859405474
gspC,1.1488475689458284,5.752368231407116
gspF,2.471192268985665,1.820612228080256
gspL,7.004354954689728,0.33137739758021045
kefG,0.6321718365279638,2.1049228555182005
frlA,0.49571678580674045,2.558494410689751
yhfS,2.6932237710941793,0.6686634781611438
hofQ,0.38029366075684623,2.0459652965366533
hofM,0.3505744379755941,3.7115179884609604
rtcR,4.279813304035594,0.221003505133231
glpG,3.2188962614220364,0.33780220938800176
yhhZ,10.746215961924255,6.199873259017199
ugpC,3.1224357685212314,0.24219912205329985
livF,0.3390966537908176,2.0058732202107956
nikB,8.619578046086804,0.7934349340175186
nikC,0.47621007607605714,3.152896988392531
nikD,0.3540392953892864,6.742213436227762
yhhH,3.7857184658878387,1.2516675802440358
yhhI,0.5600989423876501,7.107319493487873
yhiJ,2.9816988877388737,0.25602218105542907
arsB,0.17981735172536187,2.5430497779921364
bcsA,7.689448618535957,3.6256004511361777
yhjV,2.633120674611723,0.5298080397169719
dppF,0.6459969523484256,2.015779326380987
eptB,3.718049744615015,0.8288062316560225
insJ,0.965166200873217,5.874212481691223
insK,5.627254788892925,10.354836592052614
xylF,2.3743384635604863,2.3131459766789395
yiaN,0.6306010263069214,2.727910155672706
lyxK,4.891372246492804,0.34419984089559286
sgbH,0.6286353889947166,2.4291964778141066
sgbE,6.910081825485148,2.6404173025821076
yibG,0.7044881883581703,3.2960772391264124
waaU,2.305429354668947,0.5386375233240728
waaQ,2.455555759724746,0.44182591837254853
yicG,0.3611760812420888,2.6815264662579392
yicJ,2.1735264657836186,0.3593431272399001
adeQ,3.200959574472483,1.881962464843592
yidL,0.5844775638457685,2.9292467835884843
cbrA,0.3768041160277886,3.2604220051146844
dgoA,0.4339704282805405,4.493373859601787
tnaA,3.0718298880638297,1.8640992489557096
yieL,6.275488416112595,8.557377131343864
bglB,0.4755889564607502,5.383061002199089
bglG,8.30922615476363,0.8891229361550563
hsrA,5.345735916854597,0.3155571776663741
ppiC,2.0327099730756126,0.6930556299652725
wzyE,0.23860918995898434,3.0065908672822745
aslB,4.338127509235169,0.48426658202696404
rarD,0.35553862094825184,4.835943289126028
metR,0.7370224044451418,2.65486989684883
yihA,2.406070638887155,0.3684170132937611
yihM,8.822337699077973,0.706402822446142
yihN,3.9829237888902678,1.170230515166296
yihQ,8.298005048248353,0.547052783234192
yiiF,3.77927411159823,0.3531482297532108
frvB,0.4289104055470958,2.909229647910451
frvA,8.796637579910374,0.69411548108377
rhaD,0.2719748431638406,2.5443024737123774
rhaA,3.9792229152290894,1.0711712959803867
rhaB,6.6703030515495625,2.271690296864072
rhaR,1.646564058176676,5.8392555849792736
yiiR,3.0629005551160216,0.3951870721603434
priA,2.1691241129651506,0.2308620223266008
yijE,7.541401780834954,0.48638748940842924
pflC,0.4232311873601246,5.491454057206211
murB,2.985837816076099,0.7594807435864909
yjbG,6.9755514643134875,0.5088912011682167
malF,2.7761585630022827,0.4648850302309719
malK,3.1147336084429975,2.04734702416785
yjbL,1.0633358637528518,2.225323508525143
yjbS,10.614864149558189,2.2008766760912604
yjcF,10.338792953320116,10.634009602919065
nrfE,0.33011615892011714,2.130818810658119
nrfF,6.852413262850766,0.4872132179738785
nrfG,0.4762431526505999,5.2818315896104036
yjcS,1.1698596386724556,3.938595862185809
alsE,8.964547968145752,0.3891244866325368
alsC,4.223044113679923,1.4338456297047317
rpiB,0.383054071137592,6.484415225450954
phnI,2.3512315311449563,0.9418425012702333
phnF,0.4294254576619602,2.0846308969229184
phnD,0.4746423001057317,7.208143761739538
phnC,10.036618083360878,5.996863937112585
fumB,0.8629698713314903,2.3961607923613846
cadC,3.8500445564686694,1.8025019897900783
yjeJ,2.5559804599632954,0.39861519860803696
yjeM,3.2577273246139926,0.33276050216616215
yjfI,3.2809440936665006,1.7399776405107208
yjfK,9.582460797559122,0.7118994211611251
yjfL,0.8070741593475607,3.8156595660633217
yjfC,2.2125591166352976,0.7976919994390367
ulaR,0.3359327279965274,2.2714853943624065
ulaF,2.347126440245174,0.29299018557043816
chpB,4.209669925654202,0.5226690011044014
ytfQ,2.055469601370907,1.7336100767136449
ytfT,6.083602156749829,1.2348375403504273
treB,1.0494567826990093,5.109762039761272
pyrI,1.5933907386445694,2.282721981696264
pyrB,1.64124880431609,2.0845274259770226
pyrL,0.3792802477187531,2.0901583162668613
yjgN,0.7188697101855387,8.535295162952599
idnD,4.338628528529438,0.9864824088385948
yjgZ,0.5029891949144538,3.9825712812054097
yjhC,0.7497609218114124,4.041273500931607
yjhI,1.5524580149643619,2.369028456419446
yjhQ,2.6860346663466346,1.6552590526521964
yjiC,1.7583048477212544,7.604078625519462
iadA,4.22482941216214,0.24439184299010225
yjiH,0.6192214945041353,2.790305451226122
yjiL,3.179126712581845,1.7099074899252107
trpR,0.40543128234353637,2.137666600419501
Sensor_TetR,6.478402299109604,9.30747503380861
